ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45789128,17249,690,3,425,2016,3,0,5,1.5,56000,4,0,1,1,0,14,8
45621632,6429,1405,0,871,2009,4,1,1,3,262072,6,0,0,1,0,7,0
45465027,1568,1077,7,220,2019,4,1,5,2,10526,4,0,1,1,0,11,12
45810450,8154,1599.33333333333,3,425,2006,3,0,5,1.3,191000,2,3,1,1,1,1,2
45815904,2195,749,4,748,2014,9,1,5,2.4,115859,4,0,1,1,0,1,12
45699214,23521,891,4,401,2016,9,1,5,2,92000,4,0,1,1,0,2,12
45801619,20005,531,4,387,2012,9,1,5,1.6,143567,4,0,1,1,0,12,4
45797372,10381,583,4,547,2011,3,1,1,1.6,56581,4,0,1,1,0,1,4
45793455,14113,1185,2,465,2009,9,1,2,2.5,0,6,0,0,1,0,14,12
45525801,13485,1271.22222222222,7,268,2008,9,1,2,2.4,0,4,0,1,1,0,14,0
45749555,30,1599.33333333333,3,425,2002,3,0,5,1.3,0,4,0,1,1,1,2,4
45816006,1333,585,4,387,2013,9,1,5,1.8,267010,4,0,1,1,0,14,12
45809752,15530,502,7,145,2013,3,1,5,1.5,86262,4,0,1,1,0,1,4
45801727,18531,583,4,387,2011,9,1,5,1.6,165845,4,0,1,1,0,12,4
45766282,3763,1714,7,792,2017,9,1,5,3.5,174827,6,0,0,1,0,12,12
45816162,5331,639,4,387,2014,3,1,5,2,179219,4,0,1,1,0,11,12
44061393,9000,1268,7,147,2012,3,1,2,1.5,149000,4,0,1,1,1,13,6
45792203,24775,757.14552238806,7,268,2012,9,0,2,2.5,78560,4,0,1,1,0,14,12
45732652,16308,891,4,748,2016,9,1,4,2,209744,4,0,1,1,0,14,4
45781820,13799,749.991967871486,7,145,2014,3,0,2,1.5,182000,4,0,1,1,1,14,6
45788006,17249,582.788167938931,7,643,2014,9,0,2,1.8,80000,4,0,1,1,0,1,8
45781949,16935,1429.8433516297,6,357,2003,9,1,5,3.2,210000,6,2,2,1,0,14,12
42444388,32929,861.761904761905,1,407,2016,4,0,5,2.4,57600,4,2,1,1,0,11,12
45797239,27924,777,4,526,2014,7,1,1,2.5,174485,4,0,1,1,0,12,4
45654173,627,1360,5,516,2013,4,1,5,4.6,243467,8,0,0,1,0,14,0
45801388,7840,1338.90845620294,0,123,1996,9,1,5,4,0,8,2,1,1,0,2,8
45802338,13485,741.884259259259,3,425,2011,3,0,5,1.5,152000,4,3,1,1,1,1,6
45793553,6272,1429.8433516297,6,331,1997,9,0,0,2,165000,4,0,2,1,0,2,6
45756447,6272,1527,6,174,1995,9,0,5,1.8,100000,4,1,2,1,0,6,0
45767878,31361,934,7,268,2015,9,0,5,2.5,156800,4,0,1,1,0,1,8
45698268,23834,757.14552238806,7,268,2011,9,1,2,2.5,109000,4,0,1,1,0,1,6
45764196,14583,834,7,792,2013,4,1,5,2.7,265558,4,0,2,1,0,14,12
45798435,11604,1429.8433516297,6,351,1994,9,0,5,2.8,248000,6,1,2,1,0,7,2
44838566,15681,271,7,651,2014,3,0,2,1.5,101101,4,2,1,1,0,11,8
45806448,8467,761,7,643,2010,3,1,2,1.8,192000,4,2,1,1,0,2,12
45596084,20855,924,7,643,2017,3,1,5,1.8,18942,4,0,1,1,0,11,8
44383909,7000,875,7,849,2012,3,0,5,1,83000,3,0,1,1,1,14,2
45660994,8154,919,0,871,2012,4,1,1,3,103458,6,0,0,1,0,14,0
45727778,549,779,5,379,2013,9,1,2,2.5,210698,4,0,1,1,0,1,12
45784865,6899,2084,2,799,1994,6,0,1,2.5,98521,4,1,2,0,0,11,6
45802047,17249,1141,4,522,2012,9,1,5,3.8,94055,4,0,1,1,0,12,4
45731518,44843,1091,4,526,2016,10,1,1,2.5,110846,4,0,1,1,0,7,4
44284905,17876,639,2,473,2014,9,0,5,2,93669,4,0,1,1,0,7,8
45812807,470,1249,7,268,2017,9,1,5,2.5,90336,4,0,1,1,0,1,12
45729680,27946,730,4,387,2016,9,1,5,1.6,55446,4,0,1,1,0,7,4
45668012,1254,970.867153989687,2,418,1993,3,0,5,1.6,200000,4,1,1,1,0,4,1
45814886,251,1249,7,680,2017,4,1,5,2.5,58778,4,0,1,1,0,2,12
45770524,25716,1018,6,678,2009,7,1,1,3,18300,6,0,2,1,0,1,12
45803576,9722,765,4,748,2015,9,1,4,2,128965,4,0,1,1,0,8,4
45705958,10036,308,7,651,2015,3,0,2,1.5,109000,4,0,1,1,0,7,8
45454094,8500,1338.90845620294,0,1,2008,3,0,5,1.6,11111,2,0,2,1,1,11,6
45804485,40224,770,4,817,2016,4,1,1,1.7,105311,4,0,1,1,0,2,4
45342052,19130,781,7,268,2012,9,1,5,2.5,75000,4,2,1,1,0,1,10
45810363,63826,1077,1,620,2019,9,1,5,2,9101,4,0,1,1,0,7,4
45816579,549,1277,4,733,2018,9,1,5,2.4,46853,4,0,0,1,0,1,12
42273633,80,844.645161290323,2,409,2011,4,1,2,2.5,220000,4,3,0,1,0,14,12
45812653,3450,738,1,317,2017,9,1,5,1.4,46261,4,0,1,1,0,7,12
45803506,11604,639,4,748,2014,9,1,4,2,477316,4,0,1,1,0,12,4
45809165,21253,308,7,145,2015,3,1,2,1.5,81200,4,0,1,1,0,12,4
45809241,35908,833,1,289,2015,4,1,1,2.2,61297,4,0,1,1,0,12,4
45654377,470,753,4,748,2012,9,1,2,2.4,202864,4,0,1,1,0,2,0
45762651,13172,741.884259259259,3,425,2010,3,0,5,1.5,180800,4,2,1,1,0,7,8
45759191,17876,781,7,268,2012,9,1,5,2.5,125000,4,3,1,1,0,1,12
45803894,21652,707,4,817,2011,4,1,1,2,161345,4,0,1,1,0,12,4
45808657,8467,1091,7,268,2016,9,1,5,2.5,70066,4,0,1,1,0,14,12
45786980,14740,531,4,138,2012,3,0,5,1.6,214400,4,2,1,1,0,7,10
45773951,14069,3057,6,251,2019,9,1,5,2,0,12,0,2,1,0,1,12
45803707,38445,765,4,817,2015,4,1,1,2,70745,4,0,1,1,0,14,4
45762359,3293,1024,5,549,2010,9,1,5,2.5,128992,6,0,0,1,0,12,12
45592148,16621,640,2,452,2013,9,1,2,2,145000,4,2,1,1,0,7,8
45754179,15053,749,4,748,2014,9,1,5,2.4,75200,4,0,1,1,0,14,12
45803089,13799,836,4,733,2010,4,1,1,2,77251,4,0,1,1,0,12,4
45769758,9408,1090.33333333333,2,805,2007,2,0,1,1.8,211000,4,1,1,1,0,14,4
45427144,14740,639,2,455,2014,3,0,5,2,135313,4,0,1,1,0,14,6
43908533,34497,934,7,268,2015,9,1,5,2.5,33000,4,0,1,1,0,7,12
45650025,862,394,7,268,2014,9,1,2,2.5,130478,4,0,1,1,0,14,12
45794468,37633,1304,0,128,2010,9,1,5,4.4,170000,8,0,2,1,0,1,12
45760024,26030,382,1,853,2017,3,1,2,1.5,52062,4,0,1,1,0,2,0
45771330,2509,761,7,643,2010,4,1,2,1.8,256966,4,0,1,1,0,2,12
45809187,13739,1172,2,794,2011,9,1,5,3.5,112000,4,0,1,1,0,12,4
45104954,40769,1266.6,2,630,2015,1,0,5,3.7,150000,6,0,2,0,0,11,8
45732751,5331,836,4,748,2010,9,1,4,2,128965,4,0,1,1,0,12,4
45804992,30,888.488372093023,7,643,2008,9,0,2,1.5,152700,4,0,1,1,0,14,8
45803255,14454,642,4,748,2012,9,1,5,2,165892,4,0,1,1,0,1,4
45646363,784,394,7,268,2014,9,1,2,2.5,102397,4,0,1,1,0,1,12
45809539,18362,503,7,145,2012,3,1,5,1.5,99949,4,0,1,1,0,2,4
45730757,21181,583,4,387,2011,9,1,5,1.6,79570,4,0,1,1,0,12,4
44281026,8000,1268,7,145,2012,3,1,2,1.5,47000,4,0,1,1,1,13,6
45793927,42337,891,0,55,2016,9,1,5,2,41000,4,0,2,1,0,7,12
45732603,52696,1017,4,733,2017,4,1,1,2,107845,4,0,1,1,0,12,4
45787526,15367,1701.21052631579,6,605,2004,4,1,5,3.7,186000,6,2,0,1,0,1,12
45759924,25089,582.788167938931,7,643,2013,3,0,2,1.8,160000,4,0,1,1,0,14,12
45801256,14113,474,1,317,2013,9,0,5,1.4,120000,4,0,1,1,0,12,12
45680596,45000,2606,0,591,2008,9,1,5,2,113473,10,2,2,1,0,14,10
45479281,14740,574,3,560,2010,3,0,2,1.3,88000,4,0,1,1,0,14,0
45651615,3763,1850,6,605,2008,4,1,1,3.5,366869,6,0,0,1,0,1,12
45806453,14426,394,5,379,2014,9,1,2,2.5,176213,4,0,1,1,0,1,12
45809088,12074,862,2,465,2011,9,1,5,2.5,109729,4,0,1,1,0,12,4
45783172,16308,586,4,387,2012,9,1,5,1.8,195200,4,0,1,1,0,1,12
45810122,12570,761,1,575,2010,9,1,5,1.8,112720,4,0,1,1,0,7,4
45773703,470,765,4,817,2015,4,1,5,2,106442,4,0,1,1,0,14,0
45664630,392,831,4,748,2011,9,1,2,2.4,0,4,0,1,1,0,12,0
45670043,19757,1296,7,70,2005,4,0,5,2,18000,6,2,0,1,0,12,10
45771027,1882,1053,6,361,2014,9,1,5,3.5,146395,6,0,2,1,0,7,12
45781550,43278,917,0,871,2013,4,1,5,3,74000,6,2,0,1,0,2,12
43490048,24458,1690.85714285714,6,769,2007,6,0,1,2.2,249000,4,1,2,1,0,14,2
45756536,20385,924,7,303,2017,3,0,5,1.8,27000,4,2,1,1,0,14,12
45807595,10976,2084,2,799,1998,10,0,1,2.5,135000,6,1,2,0,1,11,2
45771607,14426,749.991967871486,7,145,2013,3,0,2,1.5,98000,4,0,1,1,1,14,8
44728534,14113,640,2,214,2013,3,0,2,2,100000,4,3,1,1,0,14,12
45793127,46414,940.695652173913,7,680,2016,4,0,5,2.5,56000,4,2,0,1,0,1,8
45810106,48261,891,3,293,2016,9,1,5,2,22601,4,0,1,1,0,7,4
45804387,32954,1514,5,572,2011,9,1,5,4.6,195303,4,0,1,1,0,1,4
45807113,16621,552,7,643,2011,9,1,2,1.5,250000,4,0,1,1,0,14,10
41617599,13328,645,7,643,2011,3,0,2,1.8,103000,4,0,1,1,0,5,0
45810010,54697,1091,1,559,2016,9,1,5,2.5,59066,4,0,1,1,0,1,4
45797468,10349,1434.33333333333,6,335,2001,9,0,1,2.2,255000,4,1,2,1,0,2,6
45806383,40769,1429.8433516297,6,482,1996,4,1,5,2,180000,8,0,0,0,0,1,8
45798179,11368,1047,4,387,2007,9,1,5,1.6,151382,4,0,1,1,0,12,4
45803569,12858,639,4,748,2014,9,1,4,2,392894,4,0,1,1,0,12,4
45789609,43905,798.697674418605,0,50,2013,9,1,1,2,85000,4,2,2,1,0,7,8
45801920,11886,583,4,387,2011,9,1,5,1.6,113660,4,0,1,1,0,7,4
45803371,10641,639,4,748,2014,9,1,4,2,75346,4,0,1,1,0,14,4
45774110,14269,552,3,425,2011,3,0,5,1.5,80000,4,0,1,1,0,14,8
45504236,17562,502,7,651,2013,3,0,2,1.5,67224,4,0,1,1,0,13,8
45641954,3607,781,7,268,2012,9,1,2,2.5,156518,4,0,1,1,0,14,12
45491521,21953,690,3,425,2016,3,0,5,1.5,50400,4,3,1,1,0,15,12
45635096,16935,765,2,465,2015,9,1,5,2,71454,4,0,1,1,0,1,0
45675807,100,673.483990147783,4,387,2014,9,1,5,1.8,14554,4,2,1,1,0,4,10
45813673,15053,473,1,317,2014,9,0,5,1.4,70222,4,2,1,1,0,12,10
45813038,392,574,3,560,2010,3,1,2,1.3,308331,4,0,1,1,0,12,12
44754850,11604,503,7,651,2012,3,0,2,1.5,0,4,0,1,1,0,14,12
45655637,5018,1399,5,701,2010,4,1,2,3.5,167222,6,0,0,1,0,1,12
45733415,48575,765,4,748,2015,9,1,5,2,87196,4,0,1,1,0,7,4
45814898,5331,761,7,643,2010,3,1,2,1.8,319301,4,0,1,1,0,14,12
45797609,20005,583,4,387,2011,9,1,5,1.6,126100,4,0,1,1,0,12,4
45802834,53154,891,4,733,2016,4,1,1,2,99000,4,0,1,1,0,12,4
45771439,1333,1024,2,465,2010,9,1,5,2.5,114963,4,0,1,1,0,1,12
45785211,7213,1599.33333333333,3,425,2003,9,0,5,1.5,240000,2,2,1,1,1,2,4
45669973,31361,1249,7,268,2017,9,1,5,2.5,55000,6,0,1,1,0,1,12
45791022,15053,749,4,748,2014,9,1,5,2.4,71000,6,0,1,1,0,14,0
45768603,251,1750,7,535,2008,4,1,2,3.3,318467,6,0,0,1,0,2,12
45671050,19757,582.788167938931,7,643,2010,3,1,2,1.8,109356,4,0,1,1,0,3,12
45810698,21953,779,7,268,2013,9,0,2,2.5,94200,4,0,1,1,0,2,8
45682415,20385,846.977310156905,4,733,2006,4,1,1,2.2,88000,6,2,0,1,0,12,8
45802347,16308,777,7,268,2014,9,0,5,2.5,96000,4,2,1,1,0,1,10
45789494,8781,1553.57142857143,6,177,2000,9,1,4,2,150000,4,0,2,2,0,12,6
45115632,15681,582.788167938931,7,643,2010,9,0,2,1.8,162000,4,0,1,1,0,7,8
45803610,20385,781,4,526,2012,9,1,1,2.5,82260,4,0,1,1,0,1,4
45776566,15367,1429.8433516297,6,186,2006,9,1,5,2.5,216000,6,1,2,1,0,1,6
45793397,25089,1695.28571428571,6,251,2005,9,1,5,2,333000,8,2,2,1,0,1,8
45732693,15053,765,4,748,2015,9,1,4,2,314523,4,0,1,1,0,12,4
45789352,7213,2078,0,46,2001,9,0,5,2.5,230000,6,1,2,1,0,1,8
43334113,45473,1823,7,542,2017,8,0,5,2.4,80000,4,1,0,1,0,14,12
44698118,19130,1759,7,537,2006,4,0,5,2.4,193840,4,0,1,1,0,12,12
45792966,4328,614,1,162,2009,9,1,5,1.2,171138,4,0,1,1,0,2,4
45754133,15053,382,4,748,2014,9,1,2,2.4,102400,4,0,1,1,0,12,12
45814829,3450,834,7,832,2013,4,1,5,2.7,186349,4,0,0,1,0,14,12
45797241,11447,612.4,2,448,2011,3,0,5,1.3,139200,4,1,1,1,0,14,8
44934688,42337,1249,7,680,2017,4,1,5,2.5,37000,4,0,0,1,0,14,12
45644397,314,779,7,268,2013,9,1,2,2.5,225510,4,0,1,1,0,14,12
45568214,10976,645,7,643,2011,9,1,2,1.8,230400,4,0,1,1,0,14,10
45803870,28909,639,4,817,2014,4,1,1,2,83500,4,0,1,1,0,12,4
45813693,627,1304,0,891,2013,4,1,5,4.4,118656,8,0,0,1,0,1,12
45728056,6115,779,5,379,2013,9,1,2,2.5,152400,4,0,1,1,0,12,12
45815530,25000,872.02838865217,7,272,2012,9,0,5,2.5,276800,6,2,1,1,0,1,10
45782476,18503,582.788167938931,7,643,2012,3,0,5,1.8,160000,4,3,1,1,0,14,8
45597555,29793,1429.8433516297,6,602,2009,4,1,1,3.2,245000,6,0,0,1,0,0,0
45809254,26491,502,7,145,2013,3,1,2,1.5,69500,4,0,1,1,0,12,4
45814237,28225,966.724137931034,0,94,2011,9,1,5,3.5,200000,6,2,2,1,0,14,6
45807531,5175,639,0,65,2014,1,1,5,2,107003,4,0,0,0,0,14,12
45732089,50184,891,4,733,2016,4,1,1,2,122497,4,0,1,1,0,2,4
45769977,1646,1399,6,361,2010,9,1,5,3.5,205968,6,0,0,1,0,14,12
45763095,15681,1711.27272727273,0,871,2004,4,1,5,3,205000,6,2,0,1,0,7,6
45813788,549,645,7,643,2011,3,1,2,1.8,420053,4,0,1,1,0,2,12
45634820,17249,792.627815866797,4,748,2011,9,0,2,2.4,153321,4,2,1,1,0,12,8
45732670,15323,836,4,748,2010,9,1,5,2,170341,4,0,1,1,0,14,4
45703117,25089,917,6,783,2013,6,1,1,3,328000,6,2,2,1,0,14,6
45764813,188,1659,7,822,2014,4,1,5,2,101928,8,0,0,1,0,1,12
45795498,15681,1841,6,347,2002,9,1,1,2.7,306089,5,2,2,1,0,2,12
45688929,24148,798.780396435111,4,755,2014,9,1,4,2,42000,4,0,1,1,0,12,4
45636934,17562,1296,7,270,2008,9,1,2,2.4,78490,4,2,1,1,0,1,12
45794183,3900,1387.22222222222,3,638,1999,7,0,5,2.3,68000,4,0,1,1,1,12,4
45493619,45473,1171.41025641026,7,535,2011,4,1,5,3.5,112000,6,2,0,1,0,7,10
42877422,9252,1268,7,145,2012,3,0,2,1.5,144000,4,3,1,1,1,14,0
45764663,14583,834,7,792,2013,4,1,5,2.7,265558,4,0,2,1,0,14,12
45644670,251,607,7,268,2019,9,1,2,2.5,39552,4,0,1,1,0,1,12
45758833,12231,1533.25,2,799,2002,6,0,1,2,205000,4,1,1,1,0,14,2
45811108,941,585,7,643,2013,3,1,2,1.8,133926,4,0,1,1,0,11,12
45729795,27654,629,4,387,2015,9,1,5,1.6,33355,4,0,1,1,0,12,4
44729405,20385,1711.27272727273,0,871,2004,4,1,1,3,230000,6,2,0,2,0,7,6
45617978,706,1624,6,361,2009,9,1,1,3.5,138384,6,0,0,1,0,1,12
45796290,18817,639,2,465,2014,9,1,5,2,141752,4,0,0,1,0,14,0
44872468,20385,585,7,643,2013,3,1,2,1.8,100000,4,0,1,1,0,2,11
45732547,61816,891,4,733,2016,4,1,1,2,17320,4,0,1,1,0,14,4
45769025,4234,753,4,748,2012,9,1,2,2.4,208627,4,0,1,1,0,1,0
45642799,706,574,3,560,2010,3,1,2,1.3,189571,4,0,1,1,0,12,0
45764604,2430,1598,6,361,2008,9,1,1,3,175614,6,0,2,1,0,1,12
44514703,37633,966.724137931034,0,94,2013,9,1,5,3,155000,6,2,2,1,0,12,14
45646369,2038,1172,6,605,2011,4,1,1,3.5,186542,6,0,0,1,0,14,12
45732542,57428,1017,4,733,2017,4,1,1,2,73324,4,0,1,1,0,12,4
43707499,18817,382,4,763,2014,9,0,2,2.4,132000,4,2,1,1,0,1,10
45809306,26720,399,3,425,2019,3,1,2,1.5,2336,4,0,1,1,0,1,4
45803026,36733,765,4,733,2015,4,1,1,2,170000,4,0,1,1,0,7,4
45807910,11917,586,7,643,2012,3,0,2,1.8,180000,4,0,1,1,0,14,10
45767720,125,1750,7,535,2008,9,1,2,3.3,287274,6,0,0,1,0,14,12
45760864,627,503,3,293,2012,9,1,2,1.5,272189,4,0,1,1,0,12,0
45642759,17562,673.483990147783,4,387,2012,9,0,5,1.8,122000,4,2,1,1,0,1,8
45792757,12544,741.884259259259,3,425,2012,3,0,2,1.3,81000,4,0,1,1,1,12,8
45757653,549,1249,7,268,2017,9,1,5,2.5,63149,4,0,1,1,0,11,12
45782064,11604,781,7,276,2012,9,1,5,2.5,149000,4,2,1,1,0,7,12
45789168,12858,1451,0,107,2011,3,1,5,4.4,110000,4,0,2,1,0,1,12
45808620,470,640,0,84,2013,9,1,5,2,140944,4,0,0,1,0,7,12
45809525,25089,595,7,145,2015,3,1,5,1.5,124382,4,0,1,1,0,14,4
45658618,43278,1514,5,516,2011,4,1,5,4.6,160138,8,0,0,1,0,14,0
45805318,23521,1507.30769230769,6,837,2005,6,0,1,2.2,300000,4,1,2,1,0,14,2
45649944,314,779,7,268,2013,9,1,2,2.5,225510,4,0,1,1,0,14,12
45095271,21953,586,5,258,2012,3,1,2,1.8,208000,4,3,1,1,0,4,12
45651674,13172,1701.21052631579,6,605,2005,4,1,5,3.5,171531,6,2,0,1,0,14,6
45796522,9408,2084,2,799,1992,6,0,1,2.5,111111,4,1,2,1,0,14,0
45797670,16935,1185,4,526,2009,7,1,1,2.5,165302,4,0,1,1,0,12,4
45733098,13172,891,4,748,2016,9,1,4,2,381135,4,0,1,1,0,8,4
45758558,314,1172,2,171,2011,4,1,5,3.5,263338,6,0,1,1,0,1,12
45733674,10976,1429.8433516297,6,614,2002,4,1,0,2,200000,8,2,0,1,0,12,8
45804162,27065,836,4,817,2010,4,1,1,2,102138,4,0,1,1,0,12,4
45369256,20200,640,2,214,2013,9,1,6,2,105000,4,0,1,1,0,14,8
45797547,39201,1091,4,526,2016,10,1,1,2.5,182821,4,0,1,1,0,12,4
45803309,12858,640,4,748,2013,9,1,5,2,52668,4,0,1,1,0,1,4
43546067,37633,1338.90845620294,0,864,2014,4,1,5,2,95000,4,2,0,1,0,7,12
45092119,18346,690,1,622,2016,9,0,5,1.5,91380,4,0,1,1,0,12,8
45738340,36065,1211,0,889,2010,4,1,5,3,165000,6,2,0,1,0,5,12
45645941,8781,431,2,465,2016,9,1,2,2,194974,4,0,1,1,0,1,0
45674813,8154,1429.8433516297,6,602,2000,4,1,5,3.2,0,6,2,0,1,0,12,4
45804098,5488,1429.8433516297,6,136,2001,3,1,5,1.9,147000,4,2,1,1,1,1,4
45770096,22580,1172,7,535,2011,4,1,5,3.5,368064,6,0,0,1,0,7,12
45690197,7213,970.867153989687,2,454,2004,9,0,1,1.8,177087,4,1,1,1,0,7,6
45465113,470,1077,7,220,2019,4,1,5,2,65362,4,0,1,1,0,12,12
45771020,9565,919,6,361,2012,9,1,1,3,171221,6,0,2,1,0,1,12
45451753,20385,781,7,268,2012,9,1,5,2.5,85000,4,2,1,1,0,12,12
45770955,100,1690.85714285714,6,769,2008,6,1,1,2.2,200000,4,1,2,1,0,14,4
45682177,14740,582.788167938931,7,643,2010,9,0,2,1.8,200000,4,0,1,1,0,12,4
45771493,12544,639,2,452,2014,3,0,5,2,147995,4,0,1,1,0,14,0
45797262,12980,531,4,387,2012,9,1,5,1.6,187500,4,0,1,1,0,1,4
45801961,32929,880,4,387,2018,9,1,5,1.6,54865,4,0,1,1,0,7,4
45465063,19444,1079,7,220,2018,4,1,5,2,40272,4,0,1,1,0,7,12
45811556,24775,1329.79585953434,5,551,2011,9,1,5,2.5,138000,6,2,2,1,0,7,10
45773694,220,753,4,817,2012,4,1,5,2.4,221126,4,0,1,1,0,1,0
45732562,37163,696,4,733,2013,4,1,1,2.2,42857,4,0,1,1,0,2,4
45815914,8467,843,7,643,2008,3,0,2,1.5,150000,4,0,1,1,0,11,6
45698956,15053,749.991967871486,7,145,2013,9,0,2,1.5,140000,4,0,1,1,1,14,2
45481023,19444,1051,4,748,2016,9,0,5,2.4,82000,4,2,0,1,0,12,12
45805879,16465,1338.90845620294,0,58,2008,9,1,5,3,97800,6,1,2,1,0,1,8
45803010,75793,1077,4,733,2019,4,1,1,2,21680,4,0,1,1,0,1,4
45799357,18817,455.705882352941,7,651,2013,3,0,2,1.5,108800,4,0,1,1,0,8,6
45649735,3763,779,7,268,2013,9,1,2,2.5,124912,4,0,1,1,0,14,12
45815379,3763,891,5,548,2016,9,1,5,2,58328,4,0,2,1,0,14,12
45691966,24775,1750,5,699,2008,4,1,2,3.3,235200,6,0,0,1,0,12,12
45803127,7056,836,4,748,2010,9,1,4,2,116346,4,0,1,1,0,1,4
45810449,29087,730,1,639,2016,4,1,1,1.6,50509,4,0,1,1,0,7,4
45766323,6586,1190,7,792,2014,9,1,5,4,0,6,0,2,1,0,12,12
45809769,12112,586,1,317,2012,9,1,5,1.8,130000,4,0,1,1,0,1,4
45808846,15681,333,2,214,2014,3,0,2,2,135657,4,0,1,1,0,14,12
45620896,1568,1598,6,361,2008,9,1,1,3,175614,6,0,2,1,0,1,12
45732955,15681,891,4,748,2016,9,1,4,2,286095,4,0,1,1,0,12,4
45796835,11851,1347,4,526,2008,10,1,1,2.5,200000,4,0,1,1,0,12,4
45651295,5175,645,7,643,2011,3,1,2,1.8,0,4,0,1,1,0,7,12
45655120,34811,1363,5,516,2012,4,1,5,4.6,229334,8,0,0,1,0,1,0
43596721,25402,1329.79585953434,5,698,2008,4,1,2,3.3,270432,6,0,0,1,0,7,8
45769672,3763,259,1,853,2014,3,1,2,1.4,138491,4,0,1,1,0,1,0
45816329,27284,431,0,871,2016,4,1,2,2,73856,4,0,0,1,0,1,12
45786804,37633,757.14552238806,7,268,2015,9,1,2,2.5,166000,4,3,1,1,0,1,0
45801020,11760,862,3,405,2005,7,1,5,2.4,145000,4,2,0,1,1,14,6
45799986,23521,934,7,680,2015,4,0,5,2.5,0,4,0,0,1,0,1,0
45766185,392,585,4,387,2013,4,1,5,1.8,0,4,0,1,1,0,12,12
45816078,549,1202,4,733,2017,9,1,5,2.4,96790,4,0,1,1,0,1,12
45768377,30734,2151,5,517,2009,4,1,5,2,264339,8,0,0,1,0,1,0
45784331,24148,872.02838865217,7,675,2012,3,1,6,1.8,262400,4,0,1,1,0,12,12
45804862,29144,891,4,817,2016,4,1,1,2,42765,4,0,1,1,0,14,4
45781831,7000,896.105072463768,0,84,1998,9,1,5,2.8,124000,6,1,2,1,0,1,0
45415604,22266,966.724137931034,0,94,2009,9,1,5,3,198400,6,2,2,1,0,14,10
45807145,24148,781,7,268,2012,9,0,2,2.5,90600,4,3,1,1,0,12,6
45797792,15053,1185,4,526,2009,7,1,1,2.5,176878,4,0,1,1,0,12,4
45796826,41629,1249,4,526,2017,10,1,1,2.5,129841,4,0,1,1,0,1,4
45768342,2195,586,7,643,2012,9,1,2,1.8,430278,4,0,1,1,0,1,12
45771381,3293,645,7,643,2011,1,1,2,1.8,229461,4,0,1,1,0,1,12
45642369,9722,609,7,268,2018,9,1,2,2.5,127515,4,0,1,1,0,1,12
45797770,19384,583,4,387,2011,9,1,5,1.6,127983,4,0,1,1,0,7,4
45813442,13172,1091,7,268,2016,9,1,5,2.5,151443,4,0,1,1,0,7,12
45811047,5018,722,6,746,2004,3,0,5,1.3,128965,4,2,1,1,1,1,8
45655250,784,917,0,871,2013,4,1,1,3,0,6,0,0,1,0,1,12
45115882,19757,673.483990147783,4,387,2015,9,0,5,1.8,76800,4,2,1,1,0,2,12
45760345,35438,792.627815866797,4,748,2016,9,1,2,2,144000,4,2,1,1,0,12,0
45655100,941,1356,5,516,2014,4,1,5,4.6,200402,8,0,0,1,0,12,0
45766664,1176,831,3,312,2011,4,1,5,2.4,200960,4,0,1,1,0,2,12
45027069,20300,595.03007518797,2,465,2013,9,0,5,1.6,155300,4,0,1,1,0,1,10
45018705,8154,1026.00733117836,3,385,2004,3,0,5,1.7,1000,4,0,1,1,1,2,0
45759679,2800,685.387456341629,4,387,1999,9,0,5,2,1111,4,0,1,1,0,12,4
45741418,37633,1211,6,610,2010,4,1,1,3,69000,6,2,0,1,0,1,12
45732094,49858,891,4,733,2016,4,1,1,2,126465,4,0,1,1,0,7,4
33919101,100,798.780396435111,4,558,2013,4,1,5,2,100000,10,2,0,1,0,12,12
45733564,42987,1017,4,748,2017,9,1,5,2,85532,4,0,1,1,0,1,4
45768577,4861,1324,7,535,2010,4,1,2,3.3,264877,6,0,0,1,0,14,12
45732564,37476,891,4,733,2016,4,1,1,2,24526,4,0,1,1,0,14,4
45804057,47537,877,4,817,2017,4,1,1,1.7,93720,4,0,1,1,0,14,4
45810846,3293,1872,1,559,2018,9,1,5,3.6,71194,6,0,1,1,0,12,12
45642848,15681,650,1,317,2016,9,0,5,1.4,107200,4,0,2,1,0,1,6
45803148,10976,765,4,748,2015,9,1,4,2,421167,4,0,1,1,0,14,4
45729789,27654,629,4,387,2015,9,1,5,1.6,11261,4,0,1,1,0,14,4
45641150,392,781,7,268,2012,9,1,2,2.5,314373,4,0,1,1,0,7,12
45732730,14166,640,4,748,2013,9,1,5,2,206088,4,0,1,1,0,14,4
45773513,188,382,1,853,2017,3,1,2,1.5,125358,4,0,1,1,0,7,0
45772356,73071,1646,5,516,2015,4,1,5,4.6,188078,8,0,0,1,0,1,0
45803492,12231,765,4,748,2015,9,1,4,2,216070,4,0,1,1,0,12,4
45647938,157,1172,6,605,2011,4,1,1,3.5,220323,6,0,0,1,0,1,12
45810840,3450,1869,1,559,2019,9,1,5,3.6,18438,6,0,1,1,0,12,12
45776078,18817,1338.90845620294,0,129,2005,9,1,0,2,210000,8,2,2,1,0,14,12
45780590,10349,1429.8433516297,6,357,2001,9,1,1,3.2,195330,6,2,2,1,0,12,6
