Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Age,Miles_per_year,Brand_Model
20071,730.0,HYUNDAI,Elantra,2016,Sedan,1,Petrol,1.6,72507,4,Automatic,Front,4,Left wheel,Black,4,9,8056.333333333333,HYUNDAI_Elantra
47694,1091.0,HYUNDAI,H1,2016,Universal,1,Diesel,2.5,79000,4,Automatic,Front,4,Left wheel,Black,4,9,8777.777777777777,HYUNDAI_H1
15681,777.0,FORD,Fusion,2014,Sedan,0,Petrol,2.5,118000,4,Tiptronic,Front,4,Left wheel,White,10,11,10727.272727272728,FORD_Fusion
31,353.0,LEXUS,CT 200h,2015,Hatchback,1,Hybrid,1.8,0,4,Automatic,Front,4,Left wheel,Grey,0,10,0.0,LEXUS_CT 200h
22423,,BMW,128 M tech,2013,Cabriolet,1,Petrol,3.0,67646,6,Manual,Front,4,Left wheel,Black,8,12,5637.166666666667,BMW_128 M tech
10349,,TOYOTA,Ipsum,2004,Minivan,0,CNG,2.4,250000,4,Automatic,Front,4,Right-hand drive,White,6,21,11904.761904761905,TOYOTA_Ipsum
1254,584.0,HYUNDAI,Elantra,2014,Sedan,1,Petrol,1.8,0,4,Automatic,Front,4,Left wheel,Grey,12,11,0.0,HYUNDAI_Elantra
18240,687.0,HYUNDAI,Elantra,2010,Sedan,1,Petrol,1.6,52418,4,Automatic,Front,4,Left wheel,White,4,15,3494.5333333333333,HYUNDAI_Elantra
20542,,BMW,X5,2004,Jeep,1,Petrol,4.8,250000,8,Tiptronic,4x4,4,Left wheel,Silver,8,21,11904.761904761905,BMW_X5
27284,834.0,TOYOTA,Tacoma,2013,Jeep,1,Petrol,2.7,397915,4,Automatic,Rear,4,Left wheel,White,12,12,33159.583333333336,TOYOTA_Tacoma
4391,779.0,TOYOTA,Camry,2013,Sedan,1,Petrol,2.5,171258,4,Automatic,Front,4,Left wheel,Silver,12,12,14271.5,TOYOTA_Camry
9095,585.0,HYUNDAI,Elantra,2013,Sedan,0,Petrol,1.8,160000,4,Tiptronic,Front,4,Left wheel,Silver,8,12,13333.333333333334,HYUNDAI_Elantra
21953,,TOYOTA,Prius,2012,Sedan,0,Petrol,1.8,123200,4,Automatic,Front,4,Left wheel,Beige,6,13,9476.923076923076,TOYOTA_Prius
32302,,HYUNDAI,Grandeur,2012,Sedan,1,Petrol,3.0,122000,6,Automatic,Front,4,Left wheel,White,12,13,9384.615384615385,HYUNDAI_Grandeur
9252,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,456867,4,Automatic,Front,4,Left wheel,Orange,4,10,45686.7,HYUNDAI_Sonata
80,,MERCEDES-BENZ,Vaneo,2003,Minivan,1,Diesel,1.7,100000,4,Manual,Front,4,Left wheel,Silver,6,22,4545.454545454545,MERCEDES-BENZ_Vaneo
10976,,HONDA,FIT,2008,Hatchback,0,Petrol,1.5,278000,4,Variator,Front,4,Right-hand drive,Blue,0,17,16352.941176470587,HONDA_FIT
5018,1624.0,MERCEDES-BENZ,E 350,2009,Sedan,1,Diesel,3.5,109139,6,Automatic,Rear,4,Left wheel,Black,12,16,6821.1875,MERCEDES-BENZ_E 350
15681,,HYUNDAI,Sonata,2011,Sedan,1,Petrol,2.0,27200,4,Automatic,Front,4,Left wheel,Black,6,14,1942.857142857143,HYUNDAI_Sonata
14897,761.0,TOYOTA,Prius,2010,Hatchback,1,Hybrid,1.8,163200,4,Automatic,Front,4,Left wheel,Brown,16,15,10880.0,TOYOTA_Prius
10976,1275.0,HYUNDAI,Sonata,2019,Sedan,1,Petrol,2.4,29419,4,Automatic,Front,4,Left wheel,Blue,12,6,4903.166666666667,HYUNDAI_Sonata
11917,,LEXUS,RX 300,2002,Jeep,1,Petrol,3.0,201000,6,Automatic,4x4,4,Left wheel,Silver,8,23,8739.130434782608,LEXUS_RX 300
14113,531.0,HYUNDAI,I30,2012,Hatchback,1,Diesel,1.6,31593,4,Automatic,Front,4,Left wheel,White,4,13,2430.230769230769,HYUNDAI_I30
2195,645.0,HYUNDAI,Elantra,2011,Jeep,1,Petrol,1.8,308501,4,Automatic,Front,4,Left wheel,Blue,12,14,22035.785714285714,HYUNDAI_Elantra
1019,781.0,TOYOTA,RAV 4,2012,Jeep,1,Petrol,2.5,293029,4,Automatic,4x4,4,Left wheel,Black,12,13,22540.69230769231,TOYOTA_RAV 4
8590,502.0,HONDA,FIT,2013,Hatchback,1,Hybrid,1.5,122471,4,Automatic,Front,4,Left wheel,Blue,4,12,10205.916666666666,HONDA_FIT
11917,,HONDA,FIT HYBRYD,2011,Hatchback,0,Hybrid,1.3,150000,4,Automatic,Front,4,Right-hand drive,White,2,14,10714.285714285714,HONDA_FIT HYBRYD
20385,1750.0,LEXUS,RX 400,2008,Jeep,1,Hybrid,3.3,182000,6,Automatic,4x4,4,Left wheel,Grey,10,17,10705.882352941177,LEXUS_RX 400
16292,446.0,HONDA,FIT,2014,Universal,1,Petrol,1.3,30425,4,Automatic,Front,4,Left wheel,Blue,4,11,2765.909090909091,HONDA_FIT
19306,501.0,TOYOTA,Aqua,2014,Hatchback,1,Petrol,1.5,82000,4,Automatic,Front,4,Left wheel,Black,4,11,7454.545454545455,TOYOTA_Aqua
7527,,BMW,328,1998,Sedan,0,Petrol,2.8,123000,6,Manual,Rear,4,Left wheel,Blue,6,27,4555.555555555556,BMW_328
19601,690.0,FORD,Escape,2016,Jeep,1,Petrol,1.5,108295,4,Automatic,Front,4,Left wheel,Black,10,9,12032.777777777777,FORD_Escape
21953,,CHEVROLET,Volt,2012,Sedan,1,Plug-in Hybrid,1.4,200000,4,Tiptronic,Front,4,Left wheel,Black,10,13,15384.615384615385,CHEVROLET_Volt
10349,,TOYOTA,Ipsum,2002,Minivan,0,LPG,2.4,162000,4,Automatic,Front,4,Right-hand drive,Silver,0,23,7043.478260869565,TOYOTA_Ipsum
10036,,FORD,Transit,1997,Microbus,1,Diesel,2.5,280000,2,Manual,Rear,2,Left wheel,White,2,28,10000.0,FORD_Transit
17249,,MERCEDES-BENZ,Sprinter,2002,Microbus,0,Diesel,2.7,305000,5,Manual,Rear,2,Left wheel,White,2,23,13260.869565217392,MERCEDES-BENZ_Sprinter
13799,1017.0,HYUNDAI,Sonata,2017,Sedan,1,LPG,2.0,388986,4,Automatic,Front,4,Left wheel,Orange,4,8,48623.25,HYUNDAI_Sonata
18817,308.0,TOYOTA,Prius,2014,Hatchback,0,Hybrid,1.8,145000,4,Automatic,Front,4,Left wheel,Grey,10,11,13181.818181818182,TOYOTA_Prius
9722,,MERCEDES-BENZ,C 230,2003,Sedan,0,CNG,2.4,20000,6,Tiptronic,Rear,4,Right-hand drive,White,4,22,909.0909090909091,MERCEDES-BENZ_C 230
15524,,MERCEDES-BENZ,CL 550,2003,Coupe,1,Petrol,5.0,149000,8,Tiptronic,Rear,2,Left wheel,Silver,12,22,6772.727272727273,MERCEDES-BENZ_CL 550
34406,777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,2.5,125445,4,Automatic,Front,4,Left wheel,Silver,4,11,11404.09090909091,HYUNDAI_H1
13768,862.0,HYUNDAI,H1,2011,Minivan,1,Diesel,2.5,53440,4,Automatic,Front,4,Left wheel,Silver,4,14,3817.1428571428573,HYUNDAI_H1
5018,1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,167222,6,Automatic,4x4,4,Left wheel,Black,12,15,11148.133333333333,LEXUS_RX 450
40769,,BMW,X3 3.5i,2012,Jeep,1,Petrol,3.0,91000,6,Automatic,4x4,4,Left wheel,Golden,12,13,7000.0,BMW_X3 3.5i
549,1327.0,TOYOTA,Camry,2018,Jeep,1,Petrol,2.5,23333,4,Automatic,Front,4,Left wheel,Silver,12,7,3333.285714285714,TOYOTA_Camry
11604,639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,2.0,264872,4,Automatic,Front,4,Left wheel,Silver,4,11,24079.272727272728,HYUNDAI_Sonata
18817,1768.0,MERCEDES-BENZ,E 350,2007,Sedan,1,Petrol,2.8,123000,6,Manual,Rear,4,Left wheel,White,8,18,6833.333333333333,MERCEDES-BENZ_E 350
14113,,TOYOTA,Camry,2007,Sedan,0,Hybrid,2.4,208800,4,Automatic,Front,4,Left wheel,Grey,12,18,11600.0,TOYOTA_Camry
8467,,FORD,Transit,1997,Microbus,0,Diesel,2.5,250000,6,Manual,Rear,2,Left wheel,White,1,28,8928.57142857143,FORD_Transit
10976,,MERCEDES-BENZ,C 200,1999,Sedan,0,Petrol,2.0,150000,4,Tiptronic,Rear,4,Left wheel,Silver,4,26,5769.2307692307695,MERCEDES-BENZ_C 200
10036,639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,2.0,268046,4,Automatic,Front,4,Left wheel,Silver,4,11,24367.81818181818,HYUNDAI_Sonata
38574,,MERCEDES-BENZ,E 350 AMG,2010,Sedan,1,Diesel,3.0,155000,6,Tiptronic,Rear,4,Left wheel,Black,12,15,10333.333333333334,MERCEDES-BENZ_E 350 AMG
13172,,HONDA,Civic,2008,Sedan,0,Hybrid,1.3,2432000,4,Variator,Front,4,Left wheel,Grey,4,17,143058.82352941178,HONDA_Civic
21953,,HYUNDAI,Sonata,2014,Sedan,0,Hybrid,2.4,480000,4,Tiptronic,Front,4,Left wheel,Grey,12,11,43636.36363636364,HYUNDAI_Sonata
470,891.0,MERCEDES-BENZ,C 300,2016,Sedan,1,Petrol,2.0,81014,4,Automatic,Rear,4,Left wheel,White,12,9,9001.555555555555,MERCEDES-BENZ_C 300
470,738.0,CHEVROLET,Cruze,2017,Hatchback,1,Petrol,1.4,46053,4,Automatic,Front,4,Left wheel,Red,12,8,5756.625,CHEVROLET_Cruze
8467,,TOYOTA,Estima,2001,Minivan,0,CNG,3.0,200000,6,Automatic,4x4,4,Right-hand drive,White,4,24,8333.333333333334,TOYOTA_Estima
36065,1079.0,TOYOTA,CHR,2018,Jeep,0,Petrol,2.0,37214,4,Automatic,Front,4,Left wheel,Grey,10,7,5316.285714285715,TOYOTA_CHR
23521,,HYUNDAI,Sonata,2014,Sedan,1,Hybrid,2.4,109000,4,Tiptronic,Front,4,Left wheel,Sky blue,10,11,9909.09090909091,HYUNDAI_Sonata
10976,,FORD,Transit,1997,Microbus,0,Diesel,2.5,200000,4,Manual,Rear,4,Left wheel,White,2,28,7142.857142857143,FORD_Transit
16308,934.0,TOYOTA,RAV 4,2015,Jeep,0,Petrol,2.5,73000,4,Automatic,4x4,4,Left wheel,Orange,0,10,7300.0,TOYOTA_RAV 4
18817,609.0,TOYOTA,Camry,2018,Sedan,1,Hybrid,2.5,35058,4,Automatic,Front,4,Left wheel,White,12,7,5008.285714285715,TOYOTA_Camry
58018,1384.0,MERCEDES-BENZ,GL 450,2014,Jeep,1,Petrol,4.7,84000,8,Tiptronic,4x4,4,Left wheel,White,0,11,7636.363636363636,MERCEDES-BENZ_GL 450
49751,1017.0,HYUNDAI,Sonata,2017,Sedan,1,Petrol,2.0,43178,4,Automatic,Front,4,Left wheel,White,4,8,5397.25,HYUNDAI_Sonata
12858,,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,1.5,120000,4,Automatic,Front,4,Right-hand drive,White,9,13,9230.76923076923,TOYOTA_Aqua
44542,765.0,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,2.0,93876,4,Automatic,Front,4,Left wheel,Blue,4,10,9387.6,HYUNDAI_Santa FE
220,1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,317470,6,Automatic,4x4,4,Left wheel,Grey,12,15,21164.666666666668,LEXUS_RX 450
37633,,MERCEDES-BENZ,R 350,2011,Jeep,1,Diesel,3.0,162000,6,Tiptronic,4x4,4,Left wheel,Black,12,14,11571.42857142857,MERCEDES-BENZ_R 350
5300,,MERCEDES-BENZ,C 200,1995,Sedan,0,Petrol,2.0,1000,4,Manual,Rear,4,Left wheel,Sky blue,3,30,33.333333333333336,MERCEDES-BENZ_C 200
19369,707.0,HYUNDAI,Genesis,2011,Coupe,1,Petrol,2.0,153651,4,Automatic,Front,4,Left wheel,Red,4,14,10975.07142857143,HYUNDAI_Genesis
45,,TOYOTA,Prius,2008,Hatchback,0,Hybrid,1.8,164000,4,Automatic,Front,4,Left wheel,Silver,4,17,9647.058823529413,TOYOTA_Prius
15994,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,39878,4,Automatic,Front,4,Left wheel,Black,4,10,3987.8,HYUNDAI_Sonata
15367,530.0,HYUNDAI,Veloster,2013,Coupe,1,Petrol,1.6,135000,4,Tiptronic,Front,2,Left wheel,Black,12,12,11250.0,HYUNDAI_Veloster
51523,1017.0,HYUNDAI,Elantra,2017,Sedan,1,Petrol,2.0,17013,4,Automatic,Front,4,Left wheel,Grey,4,8,2126.625,HYUNDAI_Elantra
14113,,TOYOTA,Aqua,2013,Hatchback,0,Hybrid,1.5,100000,4,Variator,Front,4,Right-hand drive,White,6,12,8333.333333333334,TOYOTA_Aqua
15053,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,318677,4,Automatic,Front,4,Left wheel,Silver,4,10,31867.7,HYUNDAI_Sonata
941,1885.0,BMW,X5,2010,Jeep,1,Petrol,4.8,268565,8,Automatic,4x4,4,Left wheel,Grey,12,15,17904.333333333332,BMW_X5
64002,1079.0,HYUNDAI,Santa FE,2018,Jeep,1,Diesel,2.0,41778,4,Automatic,Front,4,Left wheel,Blue,4,7,5968.285714285715,HYUNDAI_Santa FE
20266,531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,1.6,88288,4,Automatic,Front,4,Left wheel,White,4,13,6791.384615384615,HYUNDAI_Elantra
9756,,MERCEDES-BENZ,C 220 CDI,2002,Sedan,0,Diesel,2.2,300000,6,Manual,Rear,4,Left wheel,Silver,6,23,13043.478260869566,MERCEDES-BENZ_C 220 CDI
28068,640.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,2.0,53240,4,Automatic,Front,4,Left wheel,Grey,4,12,4436.666666666667,HYUNDAI_Santa FE
3293,753.0,CHEVROLET,Malibu,2012,Sedan,1,Petrol,2.4,103541,4,Automatic,Front,4,Left wheel,White,12,13,7964.692307692308,CHEVROLET_Malibu
17876,640.0,HYUNDAI,Elantra gt,2013,Hatchback,0,Petrol,2.0,53000,4,Automatic,Front,4,Left wheel,White,8,12,4416.666666666667,HYUNDAI_Elantra gt
16465,528.0,HYUNDAI,Elantra,2014,Sedan,1,Petrol,1.6,122518,4,Automatic,Front,4,Left wheel,Silver,4,11,11138.0,HYUNDAI_Elantra
470,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,229904,6,Automatic,4x4,4,Left wheel,Black,12,15,15326.933333333332,MERCEDES-BENZ_E 350
220,1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,317470,6,Automatic,4x4,4,Left wheel,Grey,12,15,21164.666666666668,LEXUS_RX 450
46414,,TOYOTA,RAV 4,2001,Jeep,0,Diesel,2.0,335267,4,Manual,4x4,4,Left wheel,Black,2,24,13969.458333333334,TOYOTA_RAV 4
9000,1111.0,HONDA,FIT,2012,Universal,0,Hybrid,1.3,98000,4,Automatic,Front,4,Right-hand drive,Grey,2,13,7538.461538461538,HONDA_FIT
15245,707.0,HYUNDAI,Genesis,2011,Coupe,1,Petrol,2.0,117492,4,Automatic,Front,4,Left wheel,Grey,4,14,8392.285714285714,HYUNDAI_Genesis
392,862.0,TOYOTA,RAV 4,2011,Jeep,1,Petrol,2.5,193754,4,Automatic,4x4,4,Left wheel,Blue,12,14,13839.57142857143,TOYOTA_RAV 4
627,481.0,FORD,Fusion,2017,Sedan,1,Hybrid,2.0,40157,4,Automatic,Front,4,Left wheel,Black,12,8,5019.625,FORD_Fusion
784,891.0,BMW,320,2016,Sedan,1,Petrol,2.0,88203,4,Automatic,4x4,4,Left wheel,Black,12,9,9800.333333333334,BMW_320
42965,779.0,TOYOTA,Avalon LIMITED,2013,Sedan,1,Hybrid,2.5,97852,5,Tiptronic,Front,4,Left wheel,Carnelian red,10,12,8154.333333333333,TOYOTA_Avalon LIMITED
56513,930.0,HYUNDAI,Tucson,2018,Jeep,1,Diesel,1.7,41500,4,Automatic,Front,4,Left wheel,Black,4,7,5928.571428571428,HYUNDAI_Tucson
27259,640.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,2.0,201373,4,Automatic,Front,4,Left wheel,Silver,4,12,16781.083333333332,HYUNDAI_Santa FE
392,1018.0,BMW,X5,2011,Jeep,1,Diesel,3.0,213195,6,Automatic,4x4,4,Left wheel,Brown,0,14,15228.214285714286,BMW_X5
23521,,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,212421,4,Variator,Front,4,Left wheel,White,12,11,19311.0,TOYOTA_Camry
470,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,229904,6,Automatic,4x4,4,Left wheel,Black,12,15,15326.933333333332,MERCEDES-BENZ_E 350
22063,642.0,CHEVROLET,Orlando,2012,Jeep,1,Diesel,2.0,110297,4,Automatic,Front,4,Left wheel,Grey,4,13,8484.384615384615,CHEVROLET_Orlando
26657,1308.0,BMW,550 F10,2012,Sedan,1,Petrol,4.4,168000,8,Tiptronic,Rear,4,Left wheel,White,12,13,12923.076923076924,BMW_550 F10
31082,777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,2.5,170971,4,Automatic,Front,4,Left wheel,Grey,4,11,15542.818181818182,HYUNDAI_H1
53314,1327.0,TOYOTA,Camry,2018,Sedan,1,Petrol,2.5,6800,6,Automatic,Front,4,Left wheel,Black,8,7,971.4285714285714,TOYOTA_Camry
16778,531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,1.6,41279,4,Automatic,Front,4,Left wheel,White,4,13,3175.3076923076924,HYUNDAI_Elantra
12585,1047.0,HYUNDAI,Elantra,2007,Sedan,1,Petrol,1.6,126184,4,Automatic,Front,4,Left wheel,Silver,4,18,7010.222222222223,HYUNDAI_Elantra
15681,891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,2.0,248705,4,Automatic,Front,4,Left wheel,Silver,4,9,27633.88888888889,HYUNDAI_Sonata
6272,,HONDA,FIT,2002,Hatchback,0,Petrol,1.3,115500,4,Variator,Front,4,Right-hand drive,Blue,2,23,5021.739130434783,HONDA_FIT
63,1624.0,MERCEDES-BENZ,E 350,2009,Sedan,1,Diesel,3.5,205922,6,Automatic,4x4,4,Left wheel,Black,12,16,12870.125,MERCEDES-BENZ_E 350
26017,831.0,HYUNDAI,Elantra,2017,Sedan,1,Petrol,1.6,107220,4,Automatic,Front,4,Left wheel,White,4,8,13402.5,HYUNDAI_Elantra
3607,781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,2.5,156518,4,Automatic,Front,4,Left wheel,White,12,13,12039.846153846154,TOYOTA_Camry
15053,585.0,TOYOTA,Prius,2013,Sedan,0,Hybrid,1.8,179000,4,Variator,Front,4,Left wheel,Silver,6,12,14916.666666666666,TOYOTA_Prius
29711,583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,45898,4,Automatic,Front,4,Left wheel,White,4,14,3278.4285714285716,HYUNDAI_Elantra
36827,640.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,2.0,171755,4,Automatic,Front,4,Left wheel,Silver,4,12,14312.916666666666,HYUNDAI_Santa FE
2430,1598.0,MERCEDES-BENZ,E 350,2008,Sedan,1,Diesel,3.0,175614,6,Automatic,Rear,4,Left wheel,Black,12,17,10330.235294117647,MERCEDES-BENZ_E 350
34102,595.0,HONDA,FIT,2015,Hatchback,1,Petrol,1.5,65000,4,Automatic,Front,4,Left wheel,White,4,10,6500.0,HONDA_FIT
314,831.0,FORD,Transit,2011,Microbus,0,Diesel,2.4,164000,4,Manual,4x4,4,Left wheel,White,2,14,11714.285714285714,FORD_Transit
6272,,MERCEDES-BENZ,200,1995,Sedan,0,Petrol,1.8,0,4,Automatic,Front,4,Left wheel,Blue,2,30,0.0,MERCEDES-BENZ_200
57372,765.0,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,2.0,48764,4,Automatic,Front,4,Left wheel,Silver,4,10,4876.4,HYUNDAI_Santa FE
19130,528.0,HYUNDAI,Elantra,2014,Sedan,1,Diesel,1.6,142495,4,Automatic,Front,4,Left wheel,White,4,11,12954.09090909091,HYUNDAI_Elantra
314,751.0,HYUNDAI,Sonata,2013,Sedan,1,Hybrid,2.4,197328,4,Automatic,Front,4,Left wheel,Black,0,12,16444.0,HYUNDAI_Sonata
16894,836.0,HYUNDAI,Sonata,2010,Sedan,1,Petrol,2.0,126799,4,Automatic,Front,4,Left wheel,Black,4,15,8453.266666666666,HYUNDAI_Sonata
1019,831.0,HYUNDAI,Elantra,2017,Sedan,1,Petrol,1.6,25635,4,Automatic,Front,4,Left wheel,Black,12,8,3204.375,HYUNDAI_Elantra
2509,1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,315270,6,Automatic,4x4,4,Left wheel,Grey,12,15,21018.0,LEXUS_RX 450
21395,730.0,HYUNDAI,Elantra,2016,Sedan,1,Petrol,1.6,144889,4,Automatic,Front,4,Left wheel,White,4,9,16098.777777777777,HYUNDAI_Elantra
17468,836.0,HYUNDAI,Tucson,2010,Jeep,1,Diesel,2.0,216024,4,Automatic,Front,4,Left wheel,White,4,15,14401.6,HYUNDAI_Tucson
13642,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,43000,4,Automatic,Front,4,Left wheel,Silver,4,10,4300.0,HYUNDAI_Sonata
2587,1079.0,TOYOTA,CHR,2018,Jeep,1,Petrol,2.0,16213,4,Automatic,Front,4,Left wheel,Grey,12,7,2316.1428571428573,TOYOTA_CHR
17405,639.0,FORD,Focus ST,2014,Hatchback,1,Petrol,2.0,62418,4,Manual,Front,4,Left wheel,Yellow,8,11,5674.363636363636,FORD_Focus ST
9252,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,571115,4,Automatic,Front,4,Left wheel,Orange,4,10,57111.5,HYUNDAI_Sonata
17562,585.0,TOYOTA,Prius,2013,Hatchback,0,Hybrid,1.8,120058,4,Automatic,Front,4,Left wheel,Silver,8,12,10004.833333333334,TOYOTA_Prius
706,891.0,HYUNDAI,Tucson,2016,Jeep,1,Petrol,2.0,60269,4,Automatic,Front,4,Left wheel,Grey,12,9,6696.555555555556,HYUNDAI_Tucson
4547,475.0,CHEVROLET,Volt,2012,Hatchback,1,Hybrid,1.4,162190,4,Automatic,Front,4,Left wheel,Blue,0,13,12476.153846153846,CHEVROLET_Volt
10036,,MERCEDES-BENZ,S 500,2000,Sedan,1,LPG,5.0,190000,8,Tiptronic,Rear,4,Left wheel,Silver,12,25,7600.0,MERCEDES-BENZ_S 500
30734,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,3.5,200179,6,Automatic,4x4,4,Left wheel,Black,12,11,18198.090909090908,MERCEDES-BENZ_E 350
3920,1080.0,CHEVROLET,Traverse,2014,Jeep,1,Petrol,3.6,174002,6,Automatic,Front,4,Left wheel,Silver,12,11,15818.363636363636,CHEVROLET_Traverse
21326,,MERCEDES-BENZ,E 350,2007,Sedan,1,Petrol,3.5,150000,6,Tiptronic,Rear,4,Left wheel,Black,6,18,8333.333333333334,MERCEDES-BENZ_E 350
21652,707.0,HYUNDAI,Tucson,2011,Jeep,1,Diesel,2.0,161345,4,Automatic,Front,4,Left wheel,Silver,4,14,11524.642857142857,HYUNDAI_Tucson
13172,7063.0,TOYOTA,Alphard,2003,Minivan,1,LPG,3.0,190000,6,Automatic,4x4,4,Right-hand drive,Golden,8,22,8636.363636363636,TOYOTA_Alphard
6837,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,649650,4,Automatic,Front,4,Left wheel,Orange,4,10,64965.0,HYUNDAI_Sonata
470,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,3.5,146395,6,Automatic,Rear,4,Left wheel,Grey,12,11,13308.636363636364,MERCEDES-BENZ_E 350
97401,1077.0,HYUNDAI,Santa FE,2019,Jeep,1,Diesel,2.0,14489,4,Automatic,Front,4,Left wheel,White,4,6,2414.8333333333335,HYUNDAI_Santa FE
17509,271.0,HONDA,FIT,2014,Universal,1,Hybrid,1.5,82105,4,Automatic,Front,4,Left wheel,Silver,4,11,7464.090909090909,HONDA_FIT
6272,,BMW,520,1999,Sedan,0,Petrol,2.0,300000,6,Manual,Rear,4,Left wheel,Black,6,26,11538.461538461539,BMW_520
22266,777.0,TOYOTA,Camry sporti,2014,Sedan,1,Petrol,2.5,72000,4,Tiptronic,Front,4,Left wheel,Black,12,11,6545.454545454545,TOYOTA_Camry sporti
7683,1282.0,CHEVROLET,Captiva,2007,Jeep,1,Diesel,2.0,109063,4,Automatic,Front,4,Left wheel,Black,4,18,6059.055555555556,CHEVROLET_Captiva
9722,473.0,CHEVROLET,Sonic,2014,Sedan,1,Petrol,1.4,89000,4,Tiptronic,Front,4,Left wheel,Black,10,11,8090.909090909091,CHEVROLET_Sonic
5488,394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,109798,4,Automatic,Front,4,Left wheel,White,12,11,9981.636363636364,TOYOTA_Camry
220,259.0,CHEVROLET,Volt,2014,Hatchback,1,Hybrid,1.4,110958,4,Automatic,Front,4,Left wheel,Black,0,11,10087.09090909091,CHEVROLET_Volt
12544,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,732232,4,Automatic,Front,4,Left wheel,Orange,4,10,73223.2,HYUNDAI_Sonata
15053,,BMW,545,2004,Sedan,1,Petrol,4.4,210000,8,Tiptronic,Rear,4,Left wheel,Black,6,21,10000.0,BMW_545
23521,781.0,TOYOTA,Camry,2012,Sedan,0,Hybrid,2.5,165472,4,Automatic,Front,4,Left wheel,Grey,0,13,12728.615384615385,TOYOTA_Camry
9408,641.0,CHEVROLET,Cruze,2012,Sedan,1,Diesel,2.0,56290,4,Automatic,Front,4,Left wheel,White,4,13,4330.0,CHEVROLET_Cruze
10349,1268.0,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,1.5,167000,4,Automatic,Front,4,Right-hand drive,Silver,4,13,12846.153846153846,TOYOTA_Aqua
314,1646.0,LEXUS,GX 460,2015,Jeep,1,Petrol,4.6,102907,8,Automatic,4x4,4,Left wheel,Black,0,10,10290.7,LEXUS_GX 460
36065,,BMW,550,2012,Sedan,1,Petrol,4.4,145000,8,Tiptronic,Rear,4,Left wheel,White,12,13,11153.846153846154,BMW_550
18189,1408.0,FORD,Transit,2007,Microbus,0,Diesel,2.2,214000,4,Manual,Front,4,Left wheel,Blue,2,18,11888.888888888889,FORD_Transit
12858,,MERCEDES-BENZ,E 270,2000,Sedan,1,Diesel,2.7,320000,5,Tiptronic,Rear,4,Left wheel,Silver,0,25,12800.0,MERCEDES-BENZ_E 270
19130,779.0,TOYOTA,Camry SE,2013,Sedan,1,Petrol,2.5,140298,4,Automatic,Front,4,Left wheel,Black,10,12,11691.5,TOYOTA_Camry SE
11917,,MERCEDES-BENZ,CLK 320,2000,Coupe,1,Petrol,3.2,165000,6,Tiptronic,Rear,2,Left wheel,Black,8,25,6600.0,MERCEDES-BENZ_CLK 320
21639,1172.0,TOYOTA,Highlander,2011,Sedan,1,Hybrid,3.5,368064,6,Automatic,4x4,4,Left wheel,Grey,12,14,26290.285714285714,TOYOTA_Highlander
20005,531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,1.6,75300,4,Automatic,Front,4,Left wheel,Black,4,13,5792.307692307692,HYUNDAI_Elantra
